file,Google Prediction,YOLO Prediction,Final Prediction,Truth
Manually_Labelled/New/LL1109/FLL3B5W1109.JPG,3B5W,3BW,3B5W,3B5W
Manually_Labelled/New/UL1201/FUL1G8W1201.JPG,,,,1G8W
Manually_Labelled/New/CA1205/FCA1W5W1205.JPG,1W5W,1W5W,1W5W,1W5W
Manually_Labelled/New/UL1006/FUL2N8R1006.JPG,7SNFR,2N8R,2N8R,2N8R
Manually_Labelled/New/LL1208/FLL2G8O1208.JPG,2G8O,2G8O,2G8O,2G8O
Manually_Labelled/New/UL1007/FUL1B5O1007.JPG,1B5O,1B5O,1B5O,1B5O
Manually_Labelled/New/UL1105/MUL6F8G1105.JPG,6F8G,6F8G,6F8G,6F8G
Manually_Labelled/New/CA1206/FCA3P7V1206.JPG,3P7V,3P7V,3P7V,3P7V
Manually_Labelled/New/CA1203/MCA1Y6G1203.JPG,1Y6G,1Y6G,1Y6G,1Y6G
Manually_Labelled/New/UL1006/FUL1Y4O1006.JPG,1Y4O,1Y4O,1Y4O,1Y4O
Manually_Labelled/New/UL1003/Outside Measured Pictures/FUL3P8G1003.JPG,3P8G,3P8G,3P8G,3P8G
Manually_Labelled/New/LL1207/MLL2W8V1207.JPG,2W2V,2W8V,2W8V,2W8V
Manually_Labelled/New/LL1209/FLL6Y7V1209.JPG,6K7V,6Y7V,6Y7V,6Y7V
Manually_Labelled/New/LL1209/FLL4V5W1209.JPG,4V5W,4V5W,4V5W,4V5W
Manually_Labelled/New/UL1003/UPPER LALAJA  B- DONE/UPL B4 DONE/100NCD60/MEASURED/FUL5B7K1003.JPG,5B7K,5B7K,5B7K,5B7K
Manually_Labelled/New/UL1106/MUL1P6F1106.JPG,1P6F6,1P6F,1P6F,1P6F
Manually_Labelled/New/UL1010/FUL1K3F1010.JPG,1K3F,K3F,1K3F,1K3F
Manually_Labelled/New/LL1007/FLL2V7O1007.JPG,2V7O,2V7O,2V7O,2V7O
Manually_Labelled/New/UL1106/FUL1P8R1106.JPG,1P8R,1P8R,1P8R,1P8R
Manually_Labelled/New/LL1005/FLL4G6O1005.JPG,4G6O,4G6O,4G6O,4G6O
Manually_Labelled/New/UL1004/FUL2G3N1004.JPG,2G3K,2G3K,2G3K,2G3N
Manually_Labelled/New/LL1007/FLL3V8O1007.JPG,3V8O,3V8O,3V8O,3V8O
Manually_Labelled/New/CA1109/MCA1B4G1109.JPG,1F4G,1B4G,1B4G,1B4G
Manually_Labelled/New/UL1104/FUL5V7G1104.JPG,5V7G,5V7G,5V7G,5V7G
Manually_Labelled/New/TY1005/Taylor B1/DCIM/100NCD60/MEASURED/MTY3O4R1005.JPG,3O4R,3O4R,3O4R,3O4R
Manually_Labelled/New/UL1105/FUL2V6V1105.JPG,2V6V,2V6V,2V6V,2V6V
Manually_Labelled/New/LL1207/MLL1K8G1207.JPG,1G8K,1G8K,1G8K,1K8G
Manually_Labelled/New/UL1204/FUL7Y8K1204.JPG,7Y8K,7Y8K,7Y8K,7Y8K
Manually_Labelled/New/UL1103/FUL6Y7K1103.JPG,6Y7K,6Y7K,6Y7K,6Y7K
Manually_Labelled/New/UL1109/MUL1G5O1109.JPG,1G5O,G5O,1G5O,1G5O
Manually_Labelled/New/CA1007/FCA2W7V1007.JPG,2W7V,2W7V,2W7V,2W7V
Manually_Labelled/New/TY1008/MTY1P8O1008.JPG,1F8O,1P8V,1P8V,1P8O
Manually_Labelled/New/LL1111/FLL2B6K1111.JPG,1K3Y2B6K,2B6K,2B6K,2B6K
Manually_Labelled/New/CA1111/FCA6R8W1111.JPG,6R8W,6R8W,6R8W,6R8W
Manually_Labelled/New/UL1008/MUL1G8B1008.JPG,1G8B,1G8B,1G8B,1G8B
Manually_Labelled/New/UL1004/FUL2R5N1004.JPG,,,,2R5N
Manually_Labelled/New/LL1107/MLL4F5P1107.JPG,4F5P,4F5P,4F5P,4F5P
Manually_Labelled/New/UL1104/FUL3S4G1104.JPG,3S4G,3S4G,3S4G,3S4G
Manually_Labelled/New/CA1004/MCA6O7O1004 (2).JPG,5O7O,5O7O,5O7O,6O7O
Manually_Labelled/New/UL1106/FUL4V7K1106.JPG,4V7K,4V7K,4V7K,4V7K
Manually_Labelled/New/UL1007/MUL3R6N1007.JPG,3R6N,3R6N,3R6N,3R6N
Manually_Labelled/New/UL1204/FUL4F5B1204.JPG,4F5B,4F5B,4F5B,4F5B
Manually_Labelled/New/CA1009/FCA1Y6G1009.JPG,1Y6G,1Y6G,1Y6G,1Y6G
Manually_Labelled/New/LL1203/FLL4Y6P1203.JPG,4Y6P,4Y6P,4Y6P,4Y6P
Manually_Labelled/New/UL1102/FUL4S5N1102.JPG,4S5N,4S5N,4S5N,4S5N
Manually_Labelled/New/CA1203/FCA1B6W1203.JPG,1B6W,B6W,1B6W,1B6W
Manually_Labelled/New/CA1009/MCA3B7P1009.JPG,3B7P,3B7P,3B7P,3B7P
Manually_Labelled/New/LL1106/FLL2K8W1106.JPG,2K8W,2K8W,2K8W,2K8W
Manually_Labelled/New/TY1201/FTY6P8S1201.JPG,2F5,6P8S,6P8S,6P8S
Manually_Labelled/New/LL1103/FLL5V8F1103.JPG,5V8F,5V8F,5V8F,5V8F
Manually_Labelled/New/LL1104/FLL5P8V1104.JPG,5P8V,5P8V,5P8V,5P8V
Manually_Labelled/New/LL1206/FLL7P8K1206.JPG,7P8K,7P8K,7P8K,7P8K
Manually_Labelled/New/UL1106/FUL3R7B1106.JPG,3G7B,3R7B,3R7B,3R7B
Manually_Labelled/New/UL1006/FUL7R8R1006.JPG,7R8R,7R8R,7R8R,7R8R
Manually_Labelled/New/UL1007/FUL1B5W1007.JPG,1B5W,1B5W,1B5W,1B5W
Manually_Labelled/New/UL1108/MUL3Y8K1108.JPG,3Y8K,3Y8K,3Y8K,3Y8K
Manually_Labelled/New/UL1005/FUL2P7O1005 (1).JPG,2K7O,2P7O,2P7O,2P7O
Manually_Labelled/New/UL1003/UPPER LALAJA  A- DONE/UPL A3-DONE/100NCD60/MEASURED/MUL2O8Y1003.JPG,2O8Y,2O8Y,2O8Y,2O8Y
Manually_Labelled/New/LL1009/FLL3O4W1009.JPG,3O4W,3O4W,3O4W,3O4W
Manually_Labelled/New/UL1009/FUL3G8S1009.JPG,3G8S,3G8S,3G8S,3G8S
Manually_Labelled/New/LL1205/FLL2O7Y1205.JPG,2O7Y,2O7Y,2O7Y,2O7Y
Manually_Labelled/New/CA1109/MCA7R8Y1109.JPG,FR8Y,7R8Y,7R8Y,7R8Y
Manually_Labelled/New/UL1106/FUL4O8F1106.JPG,4O8F,4O8F,4O8F,4O8F
Manually_Labelled/New/UL1206/FUL2G3K1206.JPG,2G3K,2G3K,2G3K,2G3K
Manually_Labelled/New/TY1004/Taylor B/Taylor B1/Taylor B/100NCD60/Measured/FTY4Y8B1004.JPG,4Y8B,4YB,4Y8B,4Y8B
Manually_Labelled/New/CA1107/FCA2K3Y1107.JPG,2K3Y,2K3Y,2K3Y,2K3Y
Manually_Labelled/New/UL1008/FUL5B6N1008.JPG,5B6N,5B6N,5B6N,5B6N
Manually_Labelled/New/CA1209jpegs JB/FCA1O4W1209.JPG,1O4W,44W,1O4W,1O4W
Manually_Labelled/New/UL1003/UPPER LALAJA  B- DONE/UPL B4 DONE/100NCD60/MEASURED/FUL2W6O1003.JPG,2W6O,2W6O,2W6O,2W6O
Manually_Labelled/New/LL1107/FLL6K7F1107.JPG,6K7F,6K7P,6K7P,6K7F
Manually_Labelled/New/TY1007/FTY7G8B1007.JPG,7G8B,7G8B,7G8B,7G8B
Manually_Labelled/New/UL1103/FUL4N5F1103.JPG,NS8,4N5F,4N5F,4N5F
Manually_Labelled/New/LL1004/MLL2G5W1004.JPG,2G5W,2G5W,2G5W,2G5W
Manually_Labelled/New/CA1009/FCA2W8O1009.JPG,2K8O,2W8V,2W8V,2W8O
Manually_Labelled/New/LL1007/FLL4V7W1007.JPG,4V7W,4V7W,4V7W,4V7W
Manually_Labelled/New/LL1109/FLL4R8O1109.JPG,4R8O,4R8O,4R8O,4R8O
Manually_Labelled/New/TY1203/FTY2G4R1203.JPG,2G4R,2G4R,2G4R,2G4R
Manually_Labelled/New/TY1010/FTY7V8P1010.JPG,7V8P,7V8P,7V8P,7V8P
Manually_Labelled/New/UL1012/MUL1G8S1012.JPG,1G8S,1G8S,1G8S,1G8S
Manually_Labelled/New/UL1007/FUL4N6W1007.JPG,4N8W,4N6W,4N6W,4N6W
Manually_Labelled/New/LL1012/FLL2W3G1010.JPG,2W3G,2W3G,2W3G,2W3G
Manually_Labelled/New/UL1003/UPPER LALAJA  A- DONE/UPL A2done/100NCD60/measured/MUL2O3Y1003.JPG,2O3Y,2O3Y,2O3Y,2O3Y
Manually_Labelled/New/LL1008/FLL2R8W1008.JPG,2R8W,2R8W,2R8W,2R8W
Manually_Labelled/New/TY1204/FTY3S5Y1204.JPG,3S5Y,3S5Y,3S5Y,3S5Y
Manually_Labelled/New/LL1101/FLL3P6V1101.JPG,3P6V,3P6V,3P6V,3P6V
Manually_Labelled/New/LL1204/FLL2B5K1104.JPG,2B5K,2B5K,2B5K,2B5K
Manually_Labelled/New/CA1012/FCA4P7R1012.JPG,4P7R,4P7R,4P7R,4P7R
Manually_Labelled/New/TY1111/FTY6O8S1111.JPG,6O8S,6O8S,6O8S,6O8S
Manually_Labelled/New/UL1112/MUL2V3Y5B8P1112.JPG,2V3Y5F8P1B,VY5,2V3Y5F8P1B,2V3Y5B8P
Manually_Labelled/New/LL1105/MLL5P8B1105.JPG,5P8B,5P8B,5P8B,5P8B
Manually_Labelled/New/UL1010/FUL2W8W1010.JPG,2W8W,2W8W,2W8W,2W8W
Manually_Labelled/New/CA1001/FCA3B8W1001.JPG,3B8W,3B8W,3B8W,3B8W
Manually_Labelled/New/UL1102/FUL2S6O1102.JPG,2S6O,2S6O,2S6O,2S6O
Manually_Labelled/New/CA1109/FCA1W8K1109.JPG,1W8K,1W8K,1W8K,1W8K
Manually_Labelled/New/TY1107/FTY4S6N1107.JPG,6S6N,4S6N,4S6N,4S6N
Manually_Labelled/New/UL1008/MUL3F5W1008.JPG,3F5W3K,3F5W,3F5W,3F5W
Manually_Labelled/New/TY1207/FTY2K7Y1207.JPG,2K1Y,2K7Y,2K7Y,2K7Y
Manually_Labelled/New/LL1109/FLL1W7P1109.JPG,1W7P,1W7P,1W7P,1W7P
Manually_Labelled/New/UL1009/FUL2K7P1009.JPG,2K7P,2K7P,2K7P,2K7P
Manually_Labelled/New/TY1204/MTY5F8S1204.JPG,5F8S,5F8S,5F8S,5F8S
Manually_Labelled/New/TY1102/FTY4S7P1102.JPG,4S7P,4S7P,4S7P,4S7P
Manually_Labelled/New/TY1111/FTY5S6R1111.JPG,5S6R,5S6R,5S6R,5S6R
Manually_Labelled/New/UL1204/FUL2F8R1204.JPG,2Y8R,2F8R,2F8R,2F8R
Manually_Labelled/New/LL1104/FLL6B7F1104.JPG,,,,6B7F
Manually_Labelled/New/CA1205/FCA6O7R1205.JPG,6O7R,6O7R,6O7R,6O7R
Manually_Labelled/New/LL1205/MLL2R6G1205.JPG,2R6G,2R6G,2R6G,2R6G
Manually_Labelled/New/UL1003/UPPER LALAJA  B- DONE/UPL B2 DONE/100NCD60/MEASURED/FUL3O8W1003.JPG,3O8W,3O8W,3O8W,3O8W
Manually_Labelled/New/LL1105/FLL5F7G1105.JPG,5F7G,5F7G,5F7G,5F7G
Manually_Labelled/New/TY1202/FTY2G7G1202.JPG,2G7G,2G7G,2G7G,2G7G
Manually_Labelled/New/LL1005/FLL5B7G1005.JPG,5B7G,5B7G,5B7G,5B7G
Manually_Labelled/New/UL1005/FUL3N7K1005.JPG,3N7K,3N7K,3N7K,3N7K
Manually_Labelled/New/UL1007/FUL6N7W1007.JPG,6N7W,6N7W,6N7W,6N7W
Manually_Labelled/New/UL1106/MUL3Y8B1106.JPG,3Y8B,3Y8B,3Y8B,3Y8B
Manually_Labelled/New/UL1004/FUL2V5Y1004.JPG,1V5Y,2V5Y,2V5Y,2V5Y
Manually_Labelled/New/UL1112/FUL1F2F3B1112.JPG,1F2F3B,1F2F3B,1F2F3B,1F2F3B
Manually_Labelled/New/TY1011/FTY7V8K1011.JPG,7V8K,7V8K,7V8K,7V8K
Manually_Labelled/New/LL1108/FLL3Y7B1108.JPG,3Y7B,3Y7B,3Y7B,3Y7B
Manually_Labelled/New/UL1104/FUL2S6F1104.JPG,2S6F,2S6F,2S6F,2S6F
Manually_Labelled/New/UL1011/FUL3V8B1011.JPG,3V8B,3V8B,3V8B,3V8B
Manually_Labelled/New/LL1209/FLL1V8G1209.JPG,1V8G,1V8G,1V8G,1V8G
Manually_Labelled/New/UL1109/MUL3B8Y1109.JPG,3B8Y,3B8Y,3B8Y,3B8Y
Manually_Labelled/New/UL1101/FUL3F4S1101.JPG,3F4S,3F4S,3F4S,3F4S
Manually_Labelled/New/LL1107/FLL1N2F1107.JPG,1N2F,1N2F,1N2F,1N2F
Manually_Labelled/New/UL1103/FUL2F6W1103.JPG,2F6W,2F6W,2F6W,2F6W
Manually_Labelled/New/LL1110/FLL2W3K1110.JPG,2W3K,2W3K,2W3K,2W3K
Manually_Labelled/New/LL1109/FLL3B5Y1109.JPG,3B5Y,3B5Y,3B5Y,3B5Y
Manually_Labelled/New/UL1012/FUL1O2B3P1012.JPG,1O2B3P,O2B3P,1O2B3P,1O2B3P
Manually_Labelled/New/UL1003/UPPER LALAJA  A- DONE/UPL A2done/100NCD60/measured/FUL4B7W1003.JPG,4B7W,4B7W,4B7W,4B7W
Manually_Labelled/New/LL1208/MLL4O6R1208.JPG,4O6R,4O6R,4O6R,4O6R
Manually_Labelled/New/TY1007/FTY2B3S1007.JPG,2B3S,2B3S,2B3S,2B3S
Manually_Labelled/New/UL1005/FUL2G4V1005.JPG,294V,2G4V,2G4V,2G4V
Manually_Labelled/New/UL1002/3-1-10 b DONE/MEASURED/FUL6Y7G1002.JPG,6Y7G,6Y7G,6Y7G,6Y7G
Manually_Labelled/New/CA1011/MCA3B4R1011.JPG,3B4R,3B4R,3B4R,3B4R
Manually_Labelled/New/UL1101/FUL3F6G1101.JPG,3F6G,3FG,3F6G,3F6G
Manually_Labelled/New/TY1204/FTY4G5S1204.JPG,4G5S,4G5S,4G5S,4G5S
Manually_Labelled/New/UL1110/FUL2K5N1110.JPG,2K5N,2K6N,2K6N,2K5N
Manually_Labelled/New/CA1209jpegs JB/FCA4R7O1209.JPG,4R7O,4R7O,4R7O,4R7O
Manually_Labelled/New/TY1110/FTY2B4O1110.JPG,2B4O,2B4O,2B4O,2B4O
Manually_Labelled/New/TY1207/MTY5B8V1207.JPG,5B8V,5B8V,5B8V,5B8V
Manually_Labelled/New/UL1101/FUL1O4R1101.JPG,1O4R,1O4R,1O4R,1O4R
Manually_Labelled/New/LL1105/FLL3O5G1105.JPG,3O5G,3O5G,3O5G,3O5G
Manually_Labelled/New/UL1205/FUL1R7W1205.JPG,1R7W,1R7W,1R7W,1R7W
Manually_Labelled/New/LL1209/MLL1B6W1209.JPG,3G6,1B6W,1B6W,1B6W
Manually_Labelled/New/TY1206/FTY3V8Y1206.JPG,3V3Y,3V8Y,3V8Y,3V8Y
Manually_Labelled/New/UL1006/FUL2Y5Y1006.JPG,,,,2Y5Y
Manually_Labelled/New/UL1204/FUL1G3V1204.JPG,1G3V,1G3V,1G3V,1G3V
Manually_Labelled/New/LL1108/FLL3B6O1108.JPG,3F6O,3B6O,3B6O,3B6O
Manually_Labelled/New/TY1006/FTY5W6K1006.JPG,5W6K,5W6K,5W6K,5W6K
Manually_Labelled/New/TY1003/FTY3P7Y1003.JPG,3P7Y,3P7Y,3P7Y,3P7Y
Manually_Labelled/New/LL1012/FLL2G7G1012 (1).JPG,2G7G,G5,2G7G,2G7G
Manually_Labelled/New/LL1007/FLL1V6V1007.JPG,1V6,1V6V,1V6V,1V6V
Manually_Labelled/New/UL1005/MUL2S7R1005.JPG,2S7R,2S7R,2S7R,2S7R
Manually_Labelled/New/CA1007/FCA3G4W1007 (1).JPG,3G4W,3G4W,3G4W,3G4W
Manually_Labelled/New/UL1106/FUL3W6N1106.JPG,3W6N,3W6N,3W6N,3W6N
Manually_Labelled/New/TY1106/FTY4S7F1106.JPG,4S7OF,4S7F,4S7F,4S7F
Manually_Labelled/New/UL1009/FUL4G5W1009.JPG,4G5W,4G5W,4G5W,4G5W
Manually_Labelled/New/UL1004/FUL3G5Y1004.JPG,,,,3G5Y
Manually_Labelled/New/LL1002/MLL2R7V1002.JPG,,,,2R7V
Manually_Labelled/New/CA1207 jpegs/MCA1W2V1207.JPG,,,,1W2V
Manually_Labelled/New/TY1112/FTY3G7S1112.JPG,3G7S,3G7S,3G7S,3G7S
Manually_Labelled/New/LL1109/FLL4V8V1109.JPG,4K8V,4V8V,4V8V,4V8V
Manually_Labelled/New/UL1004/MUL6R7G1004.JPG,6O6R7G,66R7G,6O6R7G,6R7G
Manually_Labelled/New/UL1110/FUL5K8Y1110.JPG,5K5Y,6K8Y,6K8Y,5K8Y
Manually_Labelled/New/TY1109/MTY3S5W1109.JPG,3S5W,3S5W,3S5W,3S5W
Manually_Labelled/New/UL1204/FUL4N7S1204.JPG,4N5,4N7S,4N7S,4N7S
Manually_Labelled/New/UL1101/FUL1K2N1101.JPG,1K2N,1K2N,1K2N,1K2N
Manually_Labelled/New/TY1004/Taylor B/Taylor B1/Taylor B/100NCD60/Measured/MTY5R7G1004 (1).JPG,5R7G,5R7G,5R7G,5R7G
Manually_Labelled/New/UL1011/FUL1W8K1011.JPG,1WOK,1W8K,1W8K,1W8K
Manually_Labelled/New/UL1007/FUL3O4V1007.JPG,3O4V,3O4V,3O4V,3O4V
Manually_Labelled/New/LL1111/FLL6W8K1111.JPG,6W8K,6W8K,6W8K,6W8K
Manually_Labelled/New/UL1104/MUL7B8S1104.JPG,7B8S,7B8S,7B8S,7B8S
Manually_Labelled/New/UL1002/2-26-10 a - DONE/MEASURED/FUL6G8O1002.JPG,6G8O,6G8,6G8O,6G8O
Manually_Labelled/New/UL1004/MUL2N4N1004.JPG,2N4N,2N4N,2N4N,2N4N
Manually_Labelled/New/UL1107/FUL4V5O1107.JPG,4V5O,4V5O,4V5O,4V5O
Manually_Labelled/New/LL1203/MLL5F8R1203.JPG,5F8R,5F8R,5F8R,5F8R
Manually_Labelled/New/LL1207/FLL4F5K1207.JPG,4F5K,4F5K,4F5K,4F5K
Manually_Labelled/New/UL1103/FUL2O4V1103.JPG,2O4V,2O4V,2O4V,2O4V
Manually_Labelled/New/UL1110/FUL1B3G1110.JPG,1B3G,1B3G,1B3G,1B3G
Manually_Labelled/New/UL1003/UPPER LALAJA  B- DONE/UPL B1 DONE/MEASURED/FUL5O7Y1003.JPG,5O7Y,5O7Y,5O7Y,5O7Y
Manually_Labelled/New/UL1001/MUL1Y2B1001.JPG,,,,1Y2B
Manually_Labelled/New/UL1103/FUL2Y5V1103.JPG,2Y5V,2Y5V,2Y5V,2Y5V
Manually_Labelled/New/CA1003/FCA4W7G1003.JPG,4W7G,4W7G,4W7G,4W7G
Manually_Labelled/New/LL1005/MLL3K7O1005.JPG,3K7O,2K7O,2K7O,3K7O
Manually_Labelled/New/TY1005/Taylor B2/DCIM/100NCD60/MEASURED/FTY3W4V1005 (1).JPG,2W4V,2W4V,2W4V,3W4V
Manually_Labelled/New/TY1003/FTY1G3W1003.JPG,1G3W,G3W,1G3W,1G3W
Manually_Labelled/New/UL1106/FUL2W8R1106.JPG,2W8R,2W8R,2W8R,2W8R
Manually_Labelled/New/UL1003/UPPER LALAJA  B- DONE/UPL B2 DONE/100NCD60/MEASURED/MUL4Y7R1003.JPG,4Y7R,4Y7R,4Y7R,4Y7R
Manually_Labelled/New/UL1004/FUL2K7P1004.JPG,2K7P,2K7P,2K7P,2K7P
Manually_Labelled/New/UL1102/FUL2F7P1102.JPG,OZFYP,2F7P,2F7P,2F7P
Manually_Labelled/New/CA1005/MCA5P7G1005 (1).JPG,5P7G,5P7G,5P7G,5P7G
Manually_Labelled/New/UL1101/FUL3F7K1101.JPG,3F7K,3F7K,3F7K,3F7K
Manually_Labelled/New/UL1101/FUL2K8F1101.JPG,2K8F,2K8F,2K8F,2K8F
Manually_Labelled/New/TY1004/Taylor A/Taylor A1/Taylor A/100NCD60/MEASURED/FTY3R7O1004.JPG,3F7O,3R7O,3R7O,3R7O
Manually_Labelled/New/UL1103/MUL4V5F1103.JPG,4V5F,4V5F,4V5F,4V5F
Manually_Labelled/New/TY1105/MTY2S3F1105.JPG,2S3F,2S3F,2S3F,2S3F
Manually_Labelled/New/UL1003/UPPER LALAJA  B- DONE/UPL B2 DONE/100NCD60/MEASURED/MUL3R5W1003.JPG,3R5W,3RW,3R5W,3R5W
Manually_Labelled/New/UL1202/FUL1P8S1202.JPG,198S,1P8S,1P8S,1P8S
Manually_Labelled/New/UL1001/FUL2P5K1001.JPG,,,,2P5K
Manually_Labelled/New/LL1205/FLL2V5K1205.JPG,2K5K,2V5K,2V5K,2V5K
Manually_Labelled/New/UL1009/MUL1P6V1009.JPG,1P6V,1P6V,1P6V,1P6V
Manually_Labelled/New/UL1008/FUL1V3F1008.JPG,1O3F,O3F,1O3F,1V3F
Manually_Labelled/New/UL1002/2-26-10 b - DONE/MEASURED/FUL2P8Y1002.JPG,2P8Y,2P8Y,2P8Y,2P8Y
Manually_Labelled/New/LL1109/FLL4G6Y1109.JPG,,,,4G6Y
Manually_Labelled/New/UL1008/FUL3K4S1008.JPG,3K4S,3K4S,3K4S,3K4S
Manually_Labelled/New/UL1203/FUL4G6N1203.JPG,4G6N,4G6N,4G6N,4G6N
Manually_Labelled/New/UL1010/FUL5G6O1010.JPG,5G6O,5G6O,5G6O,5G6O
Manually_Labelled/New/UL1001/FUL2R7G1001.JPG,2R7G,7R7G,7R7G,2R7G
Manually_Labelled/New/UL1009/FUL1F2P1009.JPG,1F2F,2P,1F2F,1F2P
Manually_Labelled/New/UL1005/FUL5B8F1005.JPG,5B8F,5B8F,5B8F,5B8F
Manually_Labelled/New/UL1005/FUL2N4K1005.JPG,1N4K,2N4K,2N4K,2N4K
Manually_Labelled/New/UL1108/FUL6F7O1108.JPG,8F7O,6F7O,6F7O,6F7O
Manually_Labelled/New/UL1012/FUL6N7S1012.JPG,6N7S,6N7S,6N7S,6N7S
Manually_Labelled/New/UL1110/FUL3B4G1110.JPG,3F4G,3B4,3F4G,3B4G
Manually_Labelled/New/LL1006/FLL1G7O1006.JPG,1G7O,1G7O,1G7O,1G7O
Manually_Labelled/New/TY1205/FTY5R8R1205.JPG,5ROR,5R8R,5R8R,5R8R
Manually_Labelled/New/TY1207/MTY2G7O1207.JPG,2G1Y0,2G7O,2G7O,2G7O
Manually_Labelled/New/TY1011/FTY5N7S1011.JPG,5N7S,5N7S,5N7S,5N7S
Manually_Labelled/New/UL1104/FUL2N7R1104.JPG,2N7R,2N7R,2N7R,2N7R
Manually_Labelled/New/TY1104/FTY4G5S1104.JPG,4Y5S,4G5S,4G5S,4G5S
Manually_Labelled/New/UL1001/FUL1Y3P1001.JPG,1Y3P,1Y3P,1Y3P,1Y3P
Manually_Labelled/New/LL1009/MLL3R5B1009.JPG,3R5B,R5B,3R5B,3R5B
Manually_Labelled/New/UL1007/FUL2Y8P1007.JPG,2Y8P,2Y8P,2Y8P,2Y8P
Manually_Labelled/New/LL1003/FLL4R6K1003.JPG,4R6K,4R6K,4R6K,4R6K
Manually_Labelled/New/LL1203/MLL3W5P1203.JPG,3W5P,3W8P,3W8P,3W5P
Manually_Labelled/New/LL1105/FLL1G4F1105.JPG,1G4F,1G4F,1G4F,1G4F
Manually_Labelled/New/TY1108/MTY3P8S1108.JPG,3O8S,3P8S,3P8S,3P8S
Manually_Labelled/New/LL1002/FLL4Y8Y1002.JPG,4Y8Y,4Y8Y,4Y8Y,4Y8Y
Manually_Labelled/New/UL1011/FUL2K5N1011.JPG,2K5N,2K5N,2K5N,2K5N
Manually_Labelled/New/UL1002/2-27-10 a - DONE/MEASURED/MUL1W5P1002.JPG,1W5P,1W5P,1W5P,1W5P
Manually_Labelled/New/LL1104/MLL6O7F1104.JPG,6O7F,6O7F,6O7F,6O7F
Manually_Labelled/New/UL1206/FUL3N5G1206.JPG,3N5G,3N5G,3N5G,3N5G
Manually_Labelled/New/TY1204/MTY4G8K1204.JPG,4G8K,4G8K,4G8K,4G8K
Manually_Labelled/New/UL1104/FUL1B5Y1104.JPG,1F5Y,1B5Y,1B5Y,1B5Y
Manually_Labelled/New/LL1006/FLL5W8G1006.JPG,5W8G,5W8G,5W8G,5W8G
Manually_Labelled/New/UL1203/FUL2Y3G1203.JPG,2Y3G,2YG,2Y3G,2Y3G
Manually_Labelled/New/TY1003/MTY5P7K1003.JPG,5P7K,5P7K,5P7K,5P7K
Manually_Labelled/New/LL1106/MLL5K8Y1106.JPG,2S5K8Y,5K8Y,5K8Y,5K8Y
Manually_Labelled/New/LL1003/FLL4O5W1003.JPG,4O5W,4O5W,4O5W,4O5W
Manually_Labelled/New/CA1005/FCA6K7W1005 (1).JPG,6K7W,6KW,6K7W,6K7W
Manually_Labelled/New/UL1109/FUL2R5R1109.JPG,2R5R,2R5R,2R5R,2R5R
Manually_Labelled/New/UL1105/FUL2N4G1105.JPG,,,,2N4G
Manually_Labelled/New/UL1104/FUL4S5N1104.JPG,4S5W5,4S5W,4S5W,4S5N
Manually_Labelled/New/LL1012/FLL1K8F1012.JPG,,,,1K8F
Manually_Labelled/New/UL1005/FUL3B5W1005.JPG,3B5W,3B5W,3B5W,3B5W
Manually_Labelled/New/UL1003/UPPER LALAJA  B- DONE/UPL B3 DONE/100NCD60/MEASURED/MUL6K7B1003.JPG,6K7B,6K7B,6K7B,6K7B
Manually_Labelled/New/UL1009/FUL3P6W1009.JPG,3P6W,3P6W,3P6W,3P6W
Manually_Labelled/New/TY1206/FTY3R4Y1206.JPG,3R4Y,3R4Y,3R4Y,3R4Y
Manually_Labelled/New/UL1005/MUL1P4O1005.JPG,194O,1P4O,1P4O,1P4O
Manually_Labelled/New/LL1003/FLL2B8V1003.JPG,2B8V,2B8V,2B8V,2B8V
Manually_Labelled/New/UL1105/FUL2O6G1105.JPG,2O6G,2O6G,2O6G,2O6G
Manually_Labelled/New/TY1004/Taylor A/Taylor A1/Taylor A/101NCD60/MEASURED/MTY1K5R1004.JPG,1K5R,1K5R,1K5R,1K5R
Manually_Labelled/New/LL1010/FLL5W7G1010.JPG,5G7S,5W7G,5W7G,5W7G
Manually_Labelled/New/UL1106/MUL5N6F1106.JPG,5N6F,5N6F,5N6F,5N6F
Manually_Labelled/New/LL1207/FLL3O5R1207.JPG,3O5R,3O5R,3O5R,3O5R
Manually_Labelled/New/UL1011/FUL5O7P1011.JPG,5O7P,5O7P,5O7P,5O7P
Manually_Labelled/New/UL1104/MUL3K7B1104.JPG,3K7B,3K7B,3K7B,3K7B
Manually_Labelled/New/UL1006/FUL1N7O1006.JPG,1N1O,N7O,1N1O,1N7O
Manually_Labelled/New/TY1110/FTY1S3Y1110.JPG,1S3Y,1S3Y,1S3Y,1S3Y
Manually_Labelled/New/TY1105/MTY4S7N1105.JPG,4S7N,4S7N,4S7N,4S7N
Manually_Labelled/New/LL1007/FLL1K6K1007.JPG,1K6W,1K6W,1K6W,1K6K
Manually_Labelled/New/UL1011/FUL2P3V1011.JPG,2P3V,2P3V,2P3V,2P3V
Manually_Labelled/New/TY1005/Taylor A1/DCIM/100NCD60/Measured/FTY1G7Y1005 (1).JPG,,,,1G7Y
Manually_Labelled/New/UL1205/MUL1G4N1205.JPG,1G4O,1G4N,1G4N,1G4N
Manually_Labelled/New/UL1010/FUL5F8B1010.JPG,5F8B,5F8B,5F8B,5F8B
